"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,71,89,"2, 20",01/01/2023,12/31/2023
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,61,90,"2, 20",01/01/2023,12/31/2023
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,27,89,"2, 20",01/01/2023,12/31/2023
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.08,7816,20,01/01/2023,12/31/2023
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.02,7816,20,01/01/2023,12/31/2023
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,77,98,"2, 20",01/01/2023,12/31/2023
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,78,161,"2, 20",01/01/2023,12/31/2023
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,86,152,"2, 20",01/01/2023,12/31/2023
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.15,7049,20,01/01/2023,12/31/2023
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.23,7049,20,01/01/2023,12/31/2023
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,60,148,"2, 20",01/01/2023,12/31/2023
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,81,207,"2, 20",01/01/2023,12/31/2023
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,63,161,"2, 20",01/01/2023,12/31/2023
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,19986,20,01/01/2023,12/31/2023
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.03,19986,20,01/01/2023,12/31/2023
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,73,143,"2, 20",01/01/2023,12/31/2023
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,59,164,"2, 20",01/01/2023,12/31/2023
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,72,167,"2, 20",01/01/2023,12/31/2023
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,7322,20,01/01/2023,12/31/2023
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,7322,20,01/01/2023,12/31/2023
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,80,145,"2, 20",01/01/2023,12/31/2023
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,81,174,"2, 20",01/01/2023,12/31/2023
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,91,172,"2, 20",01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,49,95,"2, 20",01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,75,142,"2, 20",01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,55,76,"2, 20",01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,7700,20,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,7700,20,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,70,143,"2, 20",01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,81,192,"2, 20",01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,81,112,"2, 20",01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.09,11378,20,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.13,11378,20,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,74,151,"2, 20",01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,74,148,"2, 20",01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,71,140,"2, 20",01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.07,11439,20,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.24,11439,20,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,83,139,"2, 20",01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,72,195,"2, 20",01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,59,179,"2, 20",01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3606,20,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,3606,20,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,76,98,"2, 20",01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,95,113,"2, 20",01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,97,122,"2, 20",01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,89,19,"2, 20",01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,18,"2, 20",01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,100,28,"2, 20",01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2531,20,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,2531,20,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,87,97,"2, 20",01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,82,"2, 20",01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,73,89,"2, 20",01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.09,8189,20,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,8189,20,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,57,107,"2, 20",01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,72,180,"2, 20",01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,38,197,"2, 20",01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2406,20,01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,2406,20,01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,83,102,"2, 20",01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,95,154,"2, 20",01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,85,123,"2, 20",01/01/2023,12/31/2023
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.17,4878,20,01/01/2023,12/31/2023
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4878,20,01/01/2023,12/31/2023
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,75,160,"2, 20",01/01/2023,12/31/2023
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,117,"2, 20",01/01/2023,12/31/2023
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,68,134,"2, 20",01/01/2023,12/31/2023
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,80,64,"2, 20",01/01/2023,12/31/2023
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,66,38,"2, 20",01/01/2023,12/31/2023
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,56,79,"2, 20",01/01/2023,12/31/2023
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.19,10665,20,01/01/2023,12/31/2023
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,10665,20,01/01/2023,12/31/2023
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,86,111,"2, 20",01/01/2023,12/31/2023
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,83,127,"2, 20",01/01/2023,12/31/2023
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,75,114,"2, 20",01/01/2023,12/31/2023
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.07,5735,20,01/01/2023,12/31/2023
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.22,5735,20,01/01/2023,12/31/2023
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,12,379,"2, 20",01/01/2023,12/31/2023
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,66,133,"2, 20",01/01/2023,12/31/2023
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,33,183,"2, 20",01/01/2023,12/31/2023
15004F,VA N. INDIANA HEALTHCARE SYSTEM,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.38,3843,20,01/01/2023,12/31/2023
15004F,VA N. INDIANA HEALTHCARE SYSTEM,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,3843,20,01/01/2023,12/31/2023
15004F,VA N. INDIANA HEALTHCARE SYSTEM,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,96,120,"2, 20",01/01/2023,12/31/2023
15004F,VA N. INDIANA HEALTHCARE SYSTEM,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,88,170,"2, 20",01/01/2023,12/31/2023
15004F,VA N. INDIANA HEALTHCARE SYSTEM,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,81,191,"2, 20",01/01/2023,12/31/2023
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3588,20,01/01/2023,12/31/2023
