"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2023,09/30/2024
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.523,,10/01/2023,09/30/2024
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.935,,10/01/2023,09/30/2024
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.707,,10/01/2023,09/30/2024
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.524,,10/01/2023,09/30/2024
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.929,,10/01/2023,09/30/2024
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.705,,10/01/2023,09/30/2024
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.500,,10/01/2023,09/30/2024
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.547,,10/01/2023,09/30/2024
HI,HAI_3_SIR,SSI - Colon Surgery,1.971,,10/01/2023,09/30/2024
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.104,,10/01/2023,09/30/2024
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.049,,10/01/2023,09/30/2024
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.620,,10/01/2023,09/30/2024
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.374,,10/01/2023,09/30/2024
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.904,,10/01/2023,09/30/2024
HI,HAI_5_SIR,MRSA Bacteremia,0.596,,10/01/2023,09/30/2024
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.427,,10/01/2023,09/30/2024
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.578,,10/01/2023,09/30/2024
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.498,,10/01/2023,09/30/2024
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.715,,10/01/2023,09/30/2024
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.021,,10/01/2023,09/30/2024
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.858,,10/01/2023,09/30/2024
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.490,,10/01/2023,09/30/2024
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.706,,10/01/2023,09/30/2024
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.591,,10/01/2023,09/30/2024
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.667,,10/01/2023,09/30/2024
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.074,,10/01/2023,09/30/2024
IA,HAI_3_SIR,SSI - Colon Surgery,0.853,,10/01/2023,09/30/2024
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.792,,10/01/2023,09/30/2024
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.958,,10/01/2023,09/30/2024
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.277,,10/01/2023,09/30/2024
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.499,,10/01/2023,09/30/2024
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.818,,10/01/2023,09/30/2024
IA,HAI_5_SIR,MRSA Bacteremia,0.643,,10/01/2023,09/30/2024
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.445,,10/01/2023,09/30/2024
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.556,,10/01/2023,09/30/2024
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.498,,10/01/2023,09/30/2024
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.415,,10/01/2023,09/30/2024
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.779,,10/01/2023,09/30/2024
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.575,,10/01/2023,09/30/2024
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.455,,10/01/2023,09/30/2024
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.797,,10/01/2023,09/30/2024
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.608,,10/01/2023,09/30/2024
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.584,,10/01/2023,09/30/2024
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.135,,10/01/2023,09/30/2024
ID,HAI_3_SIR,SSI - Colon Surgery,0.825,,10/01/2023,09/30/2024
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.303,,10/01/2023,09/30/2024
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.557,,10/01/2023,09/30/2024
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.749,,10/01/2023,09/30/2024
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.351,,10/01/2023,09/30/2024
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.890,,10/01/2023,09/30/2024
ID,HAI_5_SIR,MRSA Bacteremia,0.575,,10/01/2023,09/30/2024
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.395,,10/01/2023,09/30/2024
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.539,,10/01/2023,09/30/2024
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.463,,10/01/2023,09/30/2024
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.635,,10/01/2023,09/30/2024
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.763,,10/01/2023,09/30/2024
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.697,,10/01/2023,09/30/2024
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.513,,10/01/2023,09/30/2024
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.623,,10/01/2023,09/30/2024
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.566,,10/01/2023,09/30/2024
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.823,,10/01/2023,09/30/2024
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.038,,10/01/2023,09/30/2024
IL,HAI_3_SIR,SSI - Colon Surgery,0.926,,10/01/2023,09/30/2024
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.945,,10/01/2023,09/30/2024
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.443,,10/01/2023,09/30/2024
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.174,,10/01/2023,09/30/2024
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.465,,10/01/2023,09/30/2024
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.620,,10/01/2023,09/30/2024
IL,HAI_5_SIR,MRSA Bacteremia,0.538,,10/01/2023,09/30/2024
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.408,,10/01/2023,09/30/2024
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.455,,10/01/2023,09/30/2024
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.431,,10/01/2023,09/30/2024
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.513,,10/01/2023,09/30/2024
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.671,,10/01/2023,09/30/2024
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.588,,10/01/2023,09/30/2024
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.467,,10/01/2023,09/30/2024
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.613,,10/01/2023,09/30/2024
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.537,,10/01/2023,09/30/2024
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.640,,10/01/2023,09/30/2024
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.887,,10/01/2023,09/30/2024
IN,HAI_3_SIR,SSI - Colon Surgery,0.756,,10/01/2023,09/30/2024
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.335,,10/01/2023,09/30/2024
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.082,,10/01/2023,09/30/2024
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.677,,10/01/2023,09/30/2024
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.496,,10/01/2023,09/30/2024
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.721,,10/01/2023,09/30/2024
IN,HAI_5_SIR,MRSA Bacteremia,0.601,,10/01/2023,09/30/2024
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.373,,10/01/2023,09/30/2024
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.434,,10/01/2023,09/30/2024
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.403,,10/01/2023,09/30/2024
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.425,,10/01/2023,09/30/2024
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.737,,10/01/2023,09/30/2024
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.565,,10/01/2023,09/30/2024
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.388,,10/01/2023,09/30/2024
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.659,,10/01/2023,09/30/2024
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.510,,10/01/2023,09/30/2024
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.884,,10/01/2023,09/30/2024
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.356,,10/01/2023,09/30/2024
KS,HAI_3_SIR,SSI - Colon Surgery,1.101,,10/01/2023,09/30/2024
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.517,,10/01/2023,09/30/2024
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.278,,10/01/2023,09/30/2024
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.834,,10/01/2023,09/30/2024
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.235,,10/01/2023,09/30/2024
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.509,,10/01/2023,09/30/2024
KS,HAI_5_SIR,MRSA Bacteremia,0.352,,10/01/2023,09/30/2024
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.303,,10/01/2023,09/30/2024
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.404,,10/01/2023,09/30/2024
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.351,,10/01/2023,09/30/2024
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.720,,10/01/2023,09/30/2024
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.939,,10/01/2023,09/30/2024
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.824,,10/01/2023,09/30/2024
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.473,,10/01/2023,09/30/2024
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.632,,10/01/2023,09/30/2024
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.548,,10/01/2023,09/30/2024
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.850,,10/01/2023,09/30/2024
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.162,,10/01/2023,09/30/2024
KY,HAI_3_SIR,SSI - Colon Surgery,0.997,,10/01/2023,09/30/2024
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.741,,10/01/2023,09/30/2024
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.428,,10/01/2023,09/30/2024
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.042,,10/01/2023,09/30/2024
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.890,,10/01/2023,09/30/2024
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.169,,10/01/2023,09/30/2024
KY,HAI_5_SIR,MRSA Bacteremia,1.022,,10/01/2023,09/30/2024
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.315,,10/01/2023,09/30/2024
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.376,,10/01/2023,09/30/2024
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.345,,10/01/2023,09/30/2024
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.604,,10/01/2023,09/30/2024
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.799,,10/01/2023,09/30/2024
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.696,,10/01/2023,09/30/2024
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.418,,10/01/2023,09/30/2024
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.565,,10/01/2023,09/30/2024
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.488,,10/01/2023,09/30/2024
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.676,,10/01/2023,09/30/2024
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.971,,10/01/2023,09/30/2024
LA,HAI_3_SIR,SSI - Colon Surgery,0.813,,10/01/2023,09/30/2024
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.887,,10/01/2023,09/30/2024
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.563,,10/01/2023,09/30/2024
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.189,,10/01/2023,09/30/2024
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.982,,10/01/2023,09/30/2024
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.302,,10/01/2023,09/30/2024
LA,HAI_5_SIR,MRSA Bacteremia,1.134,,10/01/2023,09/30/2024
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.388,,10/01/2023,09/30/2024
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.459,,10/01/2023,09/30/2024
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.422,,10/01/2023,09/30/2024
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.557,,10/01/2023,09/30/2024
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.704,,10/01/2023,09/30/2024
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.627,,10/01/2023,09/30/2024
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.537,,10/01/2023,09/30/2024
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.672,,10/01/2023,09/30/2024
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.602,,10/01/2023,09/30/2024
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.840,,10/01/2023,09/30/2024
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.122,,10/01/2023,09/30/2024
MA,HAI_3_SIR,SSI - Colon Surgery,0.974,,10/01/2023,09/30/2024
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.947,,10/01/2023,09/30/2024
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.807,,10/01/2023,09/30/2024
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.325,,10/01/2023,09/30/2024
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.579,,10/01/2023,09/30/2024
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.778,,10/01/2023,09/30/2024
MA,HAI_5_SIR,MRSA Bacteremia,0.673,,10/01/2023,09/30/2024
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.525,,10/01/2023,09/30/2024
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.590,,10/01/2023,09/30/2024
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.557,,10/01/2023,09/30/2024
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.661,,10/01/2023,09/30/2024
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.857,,10/01/2023,09/30/2024
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.754,,10/01/2023,09/30/2024
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.520,,10/01/2023,09/30/2024
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.688,,10/01/2023,09/30/2024
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.600,,10/01/2023,09/30/2024
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.895,,10/01/2023,09/30/2024
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.229,,10/01/2023,09/30/2024
MD,HAI_3_SIR,SSI - Colon Surgery,1.052,,10/01/2023,09/30/2024
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.335,,10/01/2023,09/30/2024
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.279,,10/01/2023,09/30/2024
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.760,,10/01/2023,09/30/2024
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.528,,10/01/2023,09/30/2024
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.755,,10/01/2023,09/30/2024
MD,HAI_5_SIR,MRSA Bacteremia,0.634,,10/01/2023,09/30/2024
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.445,,10/01/2023,09/30/2024
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.512,,10/01/2023,09/30/2024
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.478,,10/01/2023,09/30/2024
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.513,,10/01/2023,09/30/2024
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.916,,10/01/2023,09/30/2024
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.693,,10/01/2023,09/30/2024
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.758,,10/01/2023,09/30/2024
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.204,,10/01/2023,09/30/2024
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.962,,10/01/2023,09/30/2024
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.777,,10/01/2023,09/30/2024
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.370,,10/01/2023,09/30/2024
ME,HAI_3_SIR,SSI - Colon Surgery,1.042,,10/01/2023,09/30/2024
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.665,,10/01/2023,09/30/2024
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.718,,10/01/2023,09/30/2024
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.431,,10/01/2023,09/30/2024
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.477,,10/01/2023,09/30/2024
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.946,,10/01/2023,09/30/2024
ME,HAI_5_SIR,MRSA Bacteremia,0.681,,10/01/2023,09/30/2024
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.283,,10/01/2023,09/30/2024
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.417,,10/01/2023,09/30/2024
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.345,,10/01/2023,09/30/2024
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.702,,10/01/2023,09/30/2024
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.862,,10/01/2023,09/30/2024
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.779,,10/01/2023,09/30/2024
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.449,,10/01/2023,09/30/2024
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.564,,10/01/2023,09/30/2024
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.504,,10/01/2023,09/30/2024
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.061,,10/01/2023,09/30/2024
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.324,,10/01/2023,09/30/2024
MI,HAI_3_SIR,SSI - Colon Surgery,1.187,,10/01/2023,09/30/2024
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.066,,10/01/2023,09/30/2024
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.722,,10/01/2023,09/30/2024
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.365,,10/01/2023,09/30/2024
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.700,,10/01/2023,09/30/2024
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.904,,10/01/2023,09/30/2024
MI,HAI_5_SIR,MRSA Bacteremia,0.797,,10/01/2023,09/30/2024
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.389,,10/01/2023,09/30/2024
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.442,,10/01/2023,09/30/2024
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.415,,10/01/2023,09/30/2024
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.609,,10/01/2023,09/30/2024
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.792,,10/01/2023,09/30/2024
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.696,,10/01/2023,09/30/2024
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.602,,10/01/2023,09/30/2024
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.779,,10/01/2023,09/30/2024
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.686,,10/01/2023,09/30/2024
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.727,,10/01/2023,09/30/2024
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.011,,10/01/2023,09/30/2024
MN,HAI_3_SIR,SSI - Colon Surgery,0.860,,10/01/2023,09/30/2024
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.991,,10/01/2023,09/30/2024
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.875,,10/01/2023,09/30/2024
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.380,,10/01/2023,09/30/2024
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.387,,10/01/2023,09/30/2024
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.621,,10/01/2023,09/30/2024
MN,HAI_5_SIR,MRSA Bacteremia,0.493,,10/01/2023,09/30/2024
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.417,,10/01/2023,09/30/2024
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.489,,10/01/2023,09/30/2024
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.452,,10/01/2023,09/30/2024
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.540,,10/01/2023,09/30/2024
