"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
06C0001070,ROCKY MOUNTAIN ENDOSCOPY CENTERS LLC,7000 WEST COLFAX AVENUE,LAKEWOOD,CO,80214,,(303) 205-1090,95,4,1,97,90,7,3,93,78,16,6,91,73,23,4,89,,1241,305,25,10/01/2023,09/30/2024
06C0001079,SUMMIT VIEW SURGERY CENTER,7730 SOUTH BROADWAY,LITTLETON,CO,80122,,(303) 730-2376,98,2,0,99,89,10,1,94,87,12,1,95,85,14,1,95,,975,206,21,10/01/2023,09/30/2024
06C0001085,CROWN POINT SURGERY CENTER,9397 CROWN CREST BLVD SUITE 110,PARKER,CO,80138,,(720) 974-6495,96,4,0,98,91,8,1,95,84,14,2,94,82,17,1,94,,916,211,23,10/01/2023,09/30/2024
06C0001092,ENDOSCOPY CENTER OF GRAND JUNCTION,1035 WELLINGTON AVE SUITE 102,GRAND JUNCTION,CO,81501,,(970) 257-6915,,,,,,,,,,,,,,,,,4,,,,,
06C0001110,HARVARD PARK SURGERY CENTER LLC,1000 EAST HARVARD AVE,DENVER,CO,80210,,(303) 778-5773,97,3,0,98,89,9,2,93,82,13,5,92,82,17,1,93,,520,141,27,10/01/2023,09/30/2024
06C0001118,HIGHLINE SOUTH AMBULATORY SURGERY,11W DRY CREEK CIRLCE # 120,LITTLETON,CO,80120,,(303) 951-8100,94,5,1,97,93,5,2,96,89,8,3,95,84,12,4,93,3,260,78,31,10/01/2023,09/30/2024
06C0001131,AUDUBON AMBULATORY SURGERY CENTER LLC DBA AUDUBON ASC AT ST FRANCIS,6011 EAST WOODMEN ROAD SUITE 200,COLORADO SPRINGS,CO,80923,,(719) 355-3400,97,3,0,98,92,7,1,96,86,11,3,94,82,15,3,93,,816,206,25,10/01/2023,09/30/2024
06C0001145,KAISER PERMANENTE AMBULATORY SURG CTR LONE TREE,10240 PARK MEADOWS DRIVE,LONE TREE,CO,80124,,(000) 000-0000,98,2,0,99,94,5,1,97,94,5,1,96,89,9,2,95,,2646,845,32,10/01/2023,09/30/2024
06C0001159,HIGHLINE SOUTH AMBULATORY SURGERY CENTER,11 WEST DRY CREEK CIR SUITE 120,LITTLETON,CO,80120,,(303) 951-8100,96,3,1,98,94,6,0,97,90,7,3,96,89,7,4,94,3,199,37,19,10/01/2023,09/30/2024
06C0001162,UCHEALTH LONGS PEAK SURGERY CENTER,1750 EAST KEN PRATT BLVD,LONGMONT,CO,80504,,(720) 718-8333,,,,,,,,,,,,,,,,,4,,,,,
06C0001163,SOUTH DENVER SURGERY CENTER,300 EAST MINERAL AVE #9,LITTLETON,CO,80122,,(720) 360-3400,98,2,0,99,94,5,1,97,89,10,1,95,86,14,0,95,,929,257,28,10/01/2023,09/30/2024
06C0001177,UC HEALTH AMBULATORY SURGICAL CENTER INVERNESS ORTHOPEDICS AND SPINE SURGERY CENTER,175 INVERNESS DR WEST,ENGLEWOOD,CO,80112,,(720) 516-9856,,,,,,,,,,,,,,,,,4,,,,,
06C0001178,DENVER DIAGNOSTIC ASC LLC,7800 EAST ORCHARD ROAD SUITE 350,GREENWOOD VILLAGE,CO,80111,,(720) 598-0805,95,4,1,98,90,10,0,95,94,4,2,96,86,12,2,94,3,362,93,26,10/01/2023,09/30/2024
06C0001184,UCHEALTH AMBULATORY SURGERY CENTERS DBA UCHEALTH CHERRY CREEK NORTH SURGERY CENTER,100 COOK STREET SUITE 500,DENVER,CO,80206,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
06C0001185,COLORADO UROLOGIC SURGERY CENTER,3 SUPERIOR DRIVE SUITE 301,SUPERIOR,CO,80027,,(000) 000-0000,95,4,1,97,86,12,2,92,84,14,2,93,78,20,2,92,,1265,296,24,10/01/2023,09/30/2024
06C0001190,COLORADO UROLOGIC SURGERY CENTER,255 SOUTH ROUTT STREET,LAKEWOOD,CO,80228,,(303) 695-6106,96,3,1,97,90,7,3,93,85,11,4,93,77,19,4,91,,1029,242,24,10/01/2023,09/30/2024
06C0001191,SOUTH DENVER SURGICAL SERVICES LLC DBA SOUTH DENVER UROLOGY,11 WEST DRY CREEK CIRCLE SUITE 120,LITTLETON,CO,80120,,(303) 835-1129,91,6,3,94,87,9,4,92,78,13,9,90,74,18,8,88,3,145,56,39,10/01/2023,09/30/2024
06C0001195,COLORADO UROLOGIC SURGERY CENTER LLC,10535 PARK MEADOWS BOULEVARD SUITE 102,LONE TREE,CO,80124,,(303) 695-6106,95,4,1,97,88,10,2,93,85,11,4,93,79,16,5,91,,1170,282,24,10/01/2023,09/30/2024
06C0001198,NORTH DENVER MUSCULOSKELETAL SURGICAL PARTNERS LLC,14190 ORCHARD PARKWAY SUITE 100,WESTMINSTER,CO,80023,,(720) 856-0008,,,,,,,,,,,,,,,,,4,,,,,
06C0001203,UCHEALTH AMBULATORY SURGERY CENTERS DBA UCHEALTH EASTVIEW SURGERY CENTER,3843 RIO VISTA DRIVE SUITE 3000,COLORADO SPRINGS,CO,80917,,(719) 364-5682,,,,,,,,,,,,,,,,,4,,,,,
07C0001034,NORTHEAST MEDICAL GROUP,112 QUARY RD,TRUMBULL,CT,06611,,(203) 551-7313,98,2,0,99,92,6,2,95,94,5,1,97,93,5,2,97,,2107,477,23,10/01/2023,09/30/2024
07C0001038,SHORELINE SURGERY CENTER LLC,505 WILLARD AVE.,GUILFORD,CT,06437,,(860) 667-9542,99,1,0,99,95,4,1,97,93,5,2,97,94,5,1,98,,1394,397,28,10/01/2023,09/30/2024
07C0001040,NAUGATUCK VALLEY ENDOSCOPY CENTER LLC,1312 WEST MAIN ST,WATERBURY,CT,06708,,(203) 346-2200,,,,,,,,,,,,,,,,,4,,,,,
07C0001048,NORTH HAVEN SURGERY CENTER LLC,52 WASHINGTON AVE SUITE 1,NORTH HAVEN,CT,06473,,(203) 234-7727,98,2,0,99,91,8,1,95,87,12,1,95,88,11,1,95,,753,197,26,10/01/2023,09/30/2024
07C0001056,MIDDLESEX CENTER FOR ADVANCED ORTHOPEDIC SURGERY,510 SAYBROOK RD,MIDDLETOWN,CT,06457,,(860) 346-2267,,,,,,,,,,,,,,,,,4,,,,,
08C0001005,GLASGOW MEDICAL CENTER LLC,2600 GLASGOW AVE SUITE 226,NEWARK,DE,19702,,(302) 836-3539,,,,,,,,,,,,,,,,,4,,,,,
08C0001026,ROCKLAND SURGERY CENTER LP,"2710 CENTERVILLE RD, SUITE 100",WILMINGTON,DE,19808,,(302) 992-9390,,,,,,,,,,,,,,,,,4,,,,,
09C0001001,MEDSTAR SURGERY CENTER AT LAFAYETTE CENTRE LLC,1133 21ST STREET NORTHWEST SUITE 1000,WASHINGTON,DC,20036,,(202) 223-9040,96,3,1,97,91,8,1,95,87,11,2,94,87,11,2,95,,2311,315,14,10/01/2023,09/30/2024
10C0001008,LEE ISLAND COAST SURGERY CENTER,4035 EVANS AVE,FORT MYERS,FL,33901,,(239) 939-7375,98,2,0,99,92,6,2,95,92,6,2,96,89,9,2,95,2,886,307,36,10/01/2023,09/30/2024
10C0001025,SURGERY CENTER AT UNIVERSITY PARK LLC DBA PREMIER SURGERY CENTER OF SARASOTA,983 SOUTH BENEVA RD,SARASOTA,FL,34232,,(941) 365-5355,97,3,0,98,91,7,2,94,87,11,2,95,84,14,2,93,,986,369,37,10/01/2023,09/30/2024
10C0001058,AKER KASTEN EYE CENTER,1445 NW BOCA RATON BLVD.,BOCA RATON,FL,33432,,(561) 886-1023,,,,,,,,,,,,,,,,,4,,,,,
10C0001089,ST AUGUSTINE ENDOSCOPY CENTER LLC,212 SOUTHPARK CIR EAST,SAINT AUGUSTINE,FL,32086,,(904) 824-6108,98,2,0,99,91,7,2,94,94,5,1,98,95,5,0,98,,1094,342,31,10/01/2023,09/30/2024
10C0001167,RIVERSIDE PARK SURGICENTER INC,2001 COLLEGE ST.,JACKSONVILLE,FL,32204,,(904) 355-9800,91,7,2,94,90,7,3,93,77,16,7,90,73,19,8,87,,941,303,32,10/01/2023,09/30/2024
10C0001185,VOLUSIA ENDOSCOPY AND SURGERY CENTER,550 MEMORIAL CIR SUITE G,ORMOND BEACH,FL,32174,,(386) 672-0017,,,,,,,,,,,,,,,,,4,,,,,
10C0001192,BARKLEY SURGICENTER INC,63 BARKLEY CIR STE. 104,FORT MYERS,FL,33907,,(239) 275-8452,,,,,,,,,,,,,,,,,4,,,,,
10C0001203,UNIVERSITY SURGERY CENTER LTD,7251 UNIVERSITY BLVD SUITE 100,WINTER PARK,FL,32792,,(407) 677-0066,98,2,0,99,94,5,1,96,91,7,2,95,89,9,2,95,,955,194,20,10/01/2023,09/30/2024
10C0001214,THE OUTPATIENT CENTER OF BOYNTON BEACH,2351 SOUTH SEACREST BLVD,BOYNTON BEACH,FL,33435,,(561) 732-5900,96,4,0,98,90,8,2,94,85,12,3,93,81,17,2,92,,1122,250,22,10/01/2023,09/30/2024
10C0001236,DELRAY BEACH SURGERY CENTER,4800 LINTON BOULEVARD BUILDING B,DELRAY BEACH,FL,33445,,(561) 495-9111,95,4,1,97,87,10,3,92,83,14,3,93,82,15,3,93,,1002,339,34,10/01/2023,09/30/2024
10C0001242,BRADENTON SURGERY CENTER INC,2902 59TH ST WEST SUITES F AND G,BRADENTON,FL,34209,,(941) 792-9685,,,,,,,,,,,,,,,,,4,,,,,
10C0001255,GULFSHORE ENDOSCOPY INC,1084 GOODLETTE RD,NAPLES,FL,34102,,(239) 649-1186,,,,,,,,,,,,,,,,,4,,,,,
10C0001264,TREASURE COAST CENTER FOR SURGERY,1155 SOUTHEAST MONTEREY ROAD EXTENSION,STUART,FL,34994,,(772) 286-8028,97,2,1,98,91,7,2,95,90,8,2,95,87,11,2,95,,931,333,36,10/01/2023,09/30/2024
10C0001293,WINTER HAVEN AMBULATORY SURGICAL CENTER LLC,325 AVE B NW,WINTER HAVEN,FL,33881,,(469) 893-6573,96,4,0,98,91,7,2,94,89,10,1,95,86,13,1,95,,916,252,28,10/01/2023,09/30/2024
10C0001302,TAMARAC SURGERY CENTER LLC DBA THE SURGERY CENTER OF FORT LAUDERDALE,4485 NORTH STATE RD 7,LAUDERDALE LAKES,FL,33319,,(954) 735-0096,97,3,0,98,92,6,2,95,84,13,3,93,76,21,3,91,,1038,189,18,10/01/2023,09/30/2024
10C0001303,MNH GI SURGICAL CENTER LLC,1101 N. MAITLAND AVE.,MAITLAND,FL,32751,,(407) 644-4222,,,,,,,,,,,,,,,,,4,,,,,
10C0001304,BARDMOOR SURGERY CENTER LLC,"8787 BRYAN DIARY RD, # 300",LARGO,FL,33777,,(727) 394-6609,98,2,0,99,93,5,2,96,91,7,2,96,91,7,2,96,,2369,734,31,10/01/2023,09/30/2024
10C0001308,FORT MYERS SURGERY CENTER,13051 UNIVERSITY DR SUITE 102,FORT MYERS,FL,33907,,(239) 887-3608,96,3,1,98,86,10,4,91,82,13,5,92,80,18,2,92,,832,219,26,10/01/2023,09/30/2024
10C0001314,NORTH FLORIDA GI CENTER DBA NORTH FLORIDA ENDOSCOPY CENTER,6400 WEST NEWBERRY RD SUITE 201,GAINESVILLE,FL,32605,,(352) 333-5999,,,,,,,,,,,,,,,,,4,,,,,
10C0001319,JACKSONVILLE ENDOSCOPY CENTERS LLC DBA JACKSONVILLE CENTER FOR ENDOSCOPY,1610 BARRS ST SUITE B,JACKSONVILLE,FL,32204,,(904) 387-6750,98,2,0,99,89,8,3,93,89,8,3,95,92,7,1,97,,1067,220,21,10/01/2023,09/30/2024
10C0001327,BAPTIST MEDICAL PARK SURGERY CENTER LLC,9400 UNIVERSITY PKWY SUITE 102,PENSACOLA,FL,32514,,(850) 208-6306,,,,,,,,,,,,,,,,,4,,,,,
10C0001332,LASER AND SURGERY CENTER OF THE PALM BEACHES,3602 KYOTO GARDENS DR,PALM BEACH GARDENS,FL,33410,,(561) 799-3388,96,3,1,98,90,8,2,94,88,9,3,94,85,13,2,94,,1029,345,34,10/01/2023,09/30/2024
10C0001362,DESTIN SURGERY CENTER LLC,1225 AIRPORT ROAD,DESTIN,FL,32541,,(850) 650-7606,98,2,0,99,93,6,1,96,93,5,2,97,92,7,1,97,,1011,322,32,10/01/2023,09/30/2024
10C0001363,DOCTORS GI PARTNERSHIP LTD DBA MELBOURNE GI CENTER,1051 SOUTH HICKORY ST SUITE K,MELBOURNE,FL,32901,,(513) 319-6256,98,2,0,99,94,5,1,97,92,6,2,95,91,7,2,96,,918,261,28,10/01/2023,09/30/2024
10C0001366,NORTH PINELLAS SURGERY CENTER,2323 CURLEW RD BUILDING 5,DUNEDIN,FL,34698,,(727) 771-8333,,,,,,,,,,,,,,,,,4,,,,,
10C0001371,CHARLOTTE ENDOSCOPIC SURGERY CENTER LLC DBA CHARLOTTE ENDOSCOPIC SURGERY CENTER,23970 SUNCOAST BLVD,PORT CHARLOTTE,FL,33908,,(947) 625-3636,97,3,0,98,94,5,1,96,88,10,2,95,88,10,2,95,,922,378,41,10/01/2023,09/30/2024
10C0001377,OPHTHALMOLOGY SURGERY CENTER OF ORLANDO LLC DBA ORLANDO OPHTHALMOLOGY SURGERY CENTER,105 BONNIE LOCH CT,ORLANDO,FL,32806,,(407) 428-0040,94,5,1,97,91,8,1,95,83,13,4,93,79,18,3,91,,791,251,32,10/01/2023,09/30/2024
10C0001389,JACKSONVILLE ENDOSCOPY CENTERS LLC DBA JACKSONVILLE CENTER FOR ENDOSCOPY SOUTHSIDE,4800 BELFORT RD,JACKSONVILLE,FL,32256,,(904) 265-4801,96,4,0,98,89,9,2,93,91,7,2,95,87,10,3,95,,925,198,21,10/01/2023,09/30/2024
10C0001390,CORAL GABLES SURGERY CENTER,"2645 DOUGLAS RD, SUITE 400",MIAMI,FL,33133,,(305) 461-3229,97,3,0,99,93,5,2,96,88,11,1,96,84,11,5,92,,1080,207,19,10/01/2023,09/30/2024
10C0001392,CENTER FOR ENDOSCOPY INC,3325 SOUTH TAMIAMI TRAIL SUITE 100,SARASOTA,FL,34239,,(941) 552-3480,,,,,,,,,,,,,,,,,4,,,,,
10C0001401,TRINITY SURGERY CENTER LLC DBA BAYCARE SURGERY CENTER,2020 TRINITY OAKS BLVD,TRINITY,FL,34667,,(727) 372-4055,98,2,0,99,95,4,1,97,96,3,1,97,94,5,1,97,,1810,570,31,10/01/2023,09/30/2024
10C0001406,AESCULAPIAN SURGERY CENTER LLC DBA INTERCOASTAL MEDICAL GROUP AMBULATORY SURGERY CENTER,3333 CATTLEMEN RD SUITE 100,SARASOTA,FL,34232,,(941) 379-5884,,,,,,,,,,,,,,,,,4,,,,,
10C0001418,THE SURGERY CENTER AT JENSEN BEACH LLC,3995 NW GOLDENROD RD,JENSEN BEACH,FL,34957,,(772) 497-0020,97,3,0,99,90,9,1,94,88,10,2,95,89,9,2,95,,1034,365,35,10/01/2023,09/30/2024
10C0001423,VILLAGES ENDOSCOPY AND SURGICAL CENTER LLC,10900 SE 174TH PL RD,SUMMERFIELD,FL,34491,,(352) 245-7427,,,,,,,,,,,,,,,,,4,,,,,
10C0001428,SOUTH FLORIDA AMBULATORY SURGICAL CENTER LLC,6110 SOUTHWEST 70TH ST,SOUTH MIAMI,FL,33143,,(305) 662-3100,96,3,1,98,89,8,3,93,83,11,6,93,79,17,4,92,,1392,210,15,10/01/2023,09/30/2024
10C0001432,LAKELAND REGIONAL HEALTH SURGERY CENTER LLC,818 GRIFFIN ROAD,LAKELAND,FL,33805,,(863) 687-0566,,,,,,,,,,,,,,,,,4,,,,,
10C0001449,PORT ORANGE ENDOSCOPY AND SURGERY CENTER,1185 DUNLAWTON AVE SUITE 100,PORT ORANGE,FL,32127,,(386) 672-0017,,,,,,,,,,,,,,,,,4,,,,,
10C0001468,ST PETERSBURG ENDOSCOPY CENTER LLC,560 JACKSON ST. STE. 200,ST PETERSBURG,FL,33705,,(727) 820-7500,,,,,,,,,,,,,,,,,4,,,,,
10C0001474,MURDOCK AMBULATORY SURGERY CENTER LLC,1400 EDUCATION WAY,PORT CHARLOTTE,FL,33948,,(941) 625-9800,98,2,0,99,90,7,3,94,91,8,1,96,92,7,1,97,,989,404,41,10/01/2023,09/30/2024
10C0001485,CAPITAL CITY SURGERY CENTER OF FLORIDA LLC,2807-2 CAPITAL MEDICAL BLVD.,TALLAHASSEE,FL,32308,,(850) 402-4107,,,,,,,,,,,,,,,,,4,,,,,
10C0001486,PARKCREEK ASC LLC,6806 NORTH STATE ROAD 7,COCONUT CREEK,FL,33073,,(000) 000-0000,97,3,0,98,90,8,2,94,87,11,2,95,86,12,2,94,,1042,264,25,10/01/2023,09/30/2024
10C0001490,ANDREWS INSTITUTE AMBULATORY SURGERY CENTER,1040 GULF BREEZE PARKWAY SUITE 100,GULF BREEZE,FL,32561,,(850) 916-8623,,,,,,,,,,,,,,,,,4,,,,,
10C0001496,ADVENTHEALTH SURGERY CENTER WELLSWOOD LLC,513 NORTH ARMENIA AVENUE,TAMPA,FL,33603,,(000) 000-0000,95,4,1,97,87,10,3,92,79,17,4,92,74,23,3,90,,1613,259,16,10/01/2023,09/30/2024
10C0001504,GULF COMPREHENSIVE SURG CTR,1750 ENGLEWOOD RD,ENGLEWOOD,FL,34223,,(941) 681-3555,,,,,,,,,,,,,,,,,4,,,,,
10C0001505,LAKE ENDOSCOPY CENTER LLC,17355 SOUTHEAST 109TH TERRACE RD,SUMMERFIELD,FL,34491,,(352) 671-3909,97,3,0,98,95,3,2,97,93,6,1,97,92,7,1,96,,1048,470,45,10/01/2023,09/30/2024
10C0001509,BLUE SPRINGS SURGERY CENTER,1053 MEDICAL DR SUITE 201,ORANGE CITY,FL,32763,,(386) 878-8080,,,,,,,,,,,,,,,,,4,,,,,
10C0001512,TLC ASC LLC DBA TLC OUTPATIENT SURGERY AND LASER CENTER,201 WEST GUAVA ST,LADY LAKE,FL,32159,,(352) 391-5875,98,2,0,99,91,7,2,95,89,10,1,95,88,10,2,95,,583,260,45,10/01/2023,09/30/2024
10C0001513,TAMPA MINIMALLY INVASIVE SPINE SURGERY CENTER,5329 PRIMROSE LAKE CIR,TAMPA,FL,33647,,(813) 463-9762,98,2,0,99,94,4,2,96,92,6,2,96,90,7,3,95,,1826,344,19,10/01/2023,09/30/2024
10C0001521,RIVERWALK AMBULATORY SURGERY CENTER,200 3RD AVE WEST SUITE 170,BRADENTON,FL,34205,,(941) 220-6786,97,3,0,98,88,9,3,92,84,13,3,93,76,21,3,90,,824,302,37,10/01/2023,09/30/2024
10C0001528,CORAL RIDGE OUTPATIENT CENTER LLC,5301 NORTH DIXIE HWY.,OAKLAND PARK,FL,33334,,(954) 832-3300,97,3,0,98,92,6,2,95,89,9,2,95,88,11,1,96,,1067,297,28,10/01/2023,09/30/2024
10C0001531,CARILLON SURGERY CENTER LLC,900 CARILLON PARKWAY SUITE 205,ST. PETERSBURG,FL,33716,,(727) 561-2710,97,3,0,98,94,5,1,97,90,8,2,96,89,10,1,96,,2305,635,28,10/01/2023,09/30/2024
10C0001539,SURGERY CENTER OF PEMBROKE PINES LLC DBA BROWARD SPECIALTY SURGICAL CENTER,7261 SHERIDAN ST SUITE 100A,HOLLYWOOD,FL,33024,,(954) 322-4222,98,2,0,99,88,9,3,93,87,12,1,95,87,12,1,95,,1713,253,15,10/01/2023,09/30/2024
10C0001545,SURGICARE OF MIRAMAR LLC,14601 SOUTHWEST 29TH ST SUITE 301,MIRAMAR,FL,33027,,(954) 266-3807,97,3,0,99,95,4,1,97,91,6,3,96,85,9,6,91,,1330,231,17,10/01/2023,09/30/2024
10C0001549,TITUSVILLE CENTER FOR SURGICAL EXCELLENCE LLC,814 SOUTH WASHIGNTON AVE,TITUSVILLE,FL,32796,,(321) 567-6300,99,1,0,99,96,3,1,98,93,6,1,97,94,6,0,98,,576,265,46,10/01/2023,09/30/2024
10C0001559,SAFETY HARBOR ASC COMPANY LLC DBA SAFETY HARBOR SURGERY CENTER,3280 NORTH MCMULLEN BOOTH RD SUITE 110,CLEARWATER,FL,33761,,(727) 787-3000,98,2,0,99,95,4,1,97,93,7,0,97,93,6,1,97,,1061,415,39,10/01/2023,09/30/2024
10C0001560,SURGCENTER PINELLAS LLC,12416 66TH ST. N STE. D,LARGO,FL,33773,,(727) 408-5310,96,4,0,98,90,8,2,94,85,14,1,94,85,13,2,94,,828,280,34,10/01/2023,09/30/2024
10C0001571,SURGERY CENTRE OF SW FLORIDA LLC,665 DEL PRADO BLVD S.,CAPE CORAL,FL,33990,,(239) 772-3636,97,3,0,98,87,10,3,92,85,12,3,93,81,16,3,93,,739,219,30,10/01/2023,09/30/2024
10C0001575,TAVARES SURGERY LLC,1878 MAYO DR,TAVARES,FL,32778,,(352) 508-5401,,,,,,,,,,,,,,,,,4,,,,,
10C0001576,THE OUTPATIENT CENTER OF DELRAY,4675 LINTON BLVD STE 101,DELRAY BEACH,FL,33445,,(561) 499-9585,95,4,1,97,92,6,2,95,84,13,3,94,84,14,2,94,,1032,276,27,10/01/2023,09/30/2024
10C0001577,ADVANCED SURGERY CENTER OF SARASOTA LLC,2621 CATTLEMEN RD SUITE 100,SARASOTA,FL,34232,,(941) 444-5510,98,2,0,99,94,5,1,96,94,4,2,97,90,9,1,97,,549,241,44,10/01/2023,09/30/2024
10C0001578,SURGCENTER NORTHEAST LLC,2438 DR MLK JR STREET NORTH SUITE C,ST PETERSBURG,FL,33704,,(727) 565-0740,97,3,0,98,89,9,2,93,86,11,3,95,85,12,3,94,,690,215,31,10/01/2023,09/30/2024
10C0001579,SURGCENTER OF ORANGE PARK LLC,"1465 KINGSLEY AVE., STE. 1201",ORANGE PARK,FL,32073,,(904) 385-4854,98,2,0,99,93,5,2,96,95,4,1,98,94,5,1,97,,1558,379,24,10/01/2023,09/30/2024
10C0001582,LONGLEAF SURGERY CENTER,3010 STARKEY BLVD,NEW PORT RICHEY,FL,34655,,(727) 372-0600,99,1,0,99,92,6,2,95,90,9,1,96,87,12,1,95,,779,249,32,10/01/2023,09/30/2024
10C0001586,MARION SURGERY CENTER LLC,2207 SW 1ST AVE,OCALA,FL,34471,,(352) 732-4020,92,6,2,95,90,9,1,95,87,9,4,93,80,16,4,91,,570,214,38,10/01/2023,09/30/2024
10C0001588,SURGCENTER OF PALM BEACH GARDENS LLC,900 VILLAGE SQUARE CROSSING SUITE 100,PALM BEACH GARDENS,FL,33410,,(561) 429-6880,98,2,0,99,92,7,1,96,88,11,1,95,90,8,2,96,,871,193,22,10/01/2023,09/30/2024
10C0001589,ADVANCED SURGERY CENTER OF TAMPA LLC,1881 W. KENNEDY BLVD,TAMPA,FL,33606,,(813) 693-5000,97,3,0,98,94,5,1,97,89,8,3,95,89,10,1,95,,670,145,22,10/01/2023,09/30/2024
10C0001594,MIAMI CHILDRENS HOSPITAL AMBULATORY SURGERY CENTER,"800 SW 108TH AVE, STE. 200",MIAMI,FL,33174,,(305) 228-7554,,,,,,,,,,,,,,,,,4,,,,,
10C0001596,SEASIDE SURGERY CENTER,1879 VETERANS PARK DR SUITE 1101,NAPLES,FL,34109,,(239) 592-4955,98,2,0,99,94,5,1,97,96,3,1,97,91,8,1,97,,566,291,51,10/01/2023,09/30/2024
10C0001600,ADVENTHEALTH SURGERY CENTER DAVENPORT LLC,107 PARK PLACE BOULEVARD,DAVENPORT,FL,33837,,(863) 419-2812,95,4,1,97,87,9,4,92,85,12,3,93,83,14,3,93,,1977,479,24,10/01/2023,09/30/2024
10C0001601,SELECT PHYSICIANS SURGERY CENTER,3440 WEST MARTIN LUTHER KING JR BLVD SUITE 103,TAMPA,FL,33607,,(813) 321-1618,98,2,0,99,91,8,1,95,91,8,1,95,86,13,1,95,,1162,222,19,10/01/2023,09/30/2024
10C0001608,SURGCENTER OF ST. LUCIE,10521 SOUTHWEST VILLAGE CENTER DR #104,PORT ST. LUCIE,FL,34987,,(772) 345-8600,97,3,0,98,92,6,2,95,90,8,2,95,89,10,1,96,,821,288,35,10/01/2023,09/30/2024
10C0001609,ADVANCED CENTER FOR SURGERY VERO BEACH DBA THE ADVANCED CENTER FOR SURGERY,1355 37TH STREET SUITE 304,VERO BEACH,FL,32960,,(000) 000-0000,97,3,0,98,92,7,1,95,91,8,1,96,91,8,1,96,,1236,456,37,10/01/2023,09/30/2024
10C0001612,MIAMI SURGICAL SUITES LLC,9035 SUNSET DR SUITE 200,MIAMI,FL,33173,,(786) 615-6210,96,4,0,98,91,7,2,94,90,9,1,96,86,12,2,95,,1154,190,16,10/01/2023,09/30/2024
10C0001623,WELLINGTON EDOSCOPY CENTER,1157 SOUTH STATE ROAD 7,WELLINGTON,FL,33414,,(000) 000-0000,91,8,1,95,84,12,4,90,71,25,4,90,72,25,3,89,,985,147,15,10/01/2023,09/30/2024
10C0001630,CLEVELAND CLINIC CORAL SPRINGS AMBULATORY SURGERY CENTER,5701 UNIVERSITY DR,CORAL SPRINGS,FL,33067,,(954) 689-5294,,,,,,,,,,,,,,,,,4,,,,,
10C0001637,INTRACOASTAL SURGERY CENTER LLC,2200 WEST EAU GALLIE BLVD SUITE 100,MELBOURNE,FL,32935,,(321) 610-3460,96,3,1,98,93,6,1,96,90,7,3,95,88,8,4,94,,1132,324,29,10/01/2023,09/30/2024
10C0001645,SURGCENTER CLEARWATER LLC DBA SURGCENTER DUNEDIN,980 MILWAUKEE AVE,DUNEDIN,FL,34698,,(727) 733-4610,98,2,0,99,91,7,2,94,92,6,2,96,85,14,1,95,,779,263,34,10/01/2023,09/30/2024
10C0001646,SKYWAY SURGERY CENTER LLC,625 6TH AVE SOUTH,ST PETERSBURG,FL,33701,,(727) 440-4888,97,3,0,99,94,5,1,96,94,4,2,97,95,4,1,98,,626,207,33,10/01/2023,09/30/2024
10C0001658,SURGCENTER OF GREATER JACKSONVILLE LLC,9143 PHILIPS HWY SUITE 500,JACKSONVILLE,FL,32256,,(904) 586-8540,,,,,,,,,,,,,,,,,4,,,,,
10C0001660,HSS PALM BEACH AMBULATORY SURGERY CENTER LLC,300 PALM BEACH LAKES BOULEVARD,WEST PALM BEACH,FL,33401,,(561) 725-4300,99,1,0,99,95,4,1,97,95,4,1,98,95,4,1,98,,756,279,37,10/01/2023,09/30/2024
10C0001668,ADVANCED SURGICAL CARE OF CLEARWATER,93 PARK PLACE BOULEVARD SUITE 102,CLEARWATER,FL,33759,,(727) 742-3564,99,1,0,99,93,5,2,96,94,4,2,97,90,7,3,95,,683,208,31,10/01/2023,09/30/2024
10C0001669,MINIMALLY INVASIVE SURGICENTER,6646 WEST ATLANTIC AVENUE,DELRAY BEACH,FL,33446,,(561) 638-9533,,,,,,,,,,,,,,,,,4,,,,,
10C0001671,FLORIDA SPRINGS SURGERY CENTER LLC,366 BEVERLY COURT,SPRING HILL,FL,34606,,(352) 600-0220,98,2,0,99,90,8,2,94,95,5,0,97,94,6,0,98,,701,251,36,10/01/2023,09/30/2024
