"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,90,40,,10/01/2023,09/30/2024
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,97,34,,01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,100,32,,01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,65,2228,,01/01/2023,12/31/2023
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,82,705,,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,4.1,2873,,07/01/2024,09/30/2024
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,73,2827,,10/01/2023,03/31/2024
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Emergency Department,OP-22,Left before being seen,Percentage,1,19162,,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,79,48,,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,71,66,,10/01/2023,09/30/2024
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,84,2218,,01/01/2023,12/31/2023
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,73,442,,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,4.9,5977,,07/01/2024,09/30/2024
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,73,5909,,10/01/2023,03/31/2024
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,191,283,,10/01/2023,09/30/2024
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,10/01/2023,09/30/2024
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Emergency Department,OP-22,Left before being seen,Percentage,1,35673,,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,93,44,,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,73,67,,10/01/2023,09/30/2024
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,97,88,,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,97,88,,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,73,4316,,01/01/2023,12/31/2023
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,76,766,,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,8.6,5480,,07/01/2024,09/30/2024
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,63,5277,,10/01/2023,03/31/2024
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,211,196,,10/01/2023,09/30/2024
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,268,42,,10/01/2023,09/30/2024
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Emergency Department,OP-22,Left before being seen,Percentage,1,32664,,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Emergency Department,OP-23,Head CT results,Percentage,64,11,,10/01/2023,09/30/2024
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,76,41,,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,43,63,,10/01/2023,09/30/2024
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,98,89,,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,95,88,,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,73,3548,,01/01/2023,12/31/2023
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,60,780,,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,3.8,2888,,07/01/2024,09/30/2024
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,78,2900,,10/01/2023,03/31/2024
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Emergency Department,OP-22,Left before being seen,Percentage,2,22917,,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,94,31,,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,68,56,,10/01/2023,09/30/2024
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,96,48,,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,96,47,,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,77,2298,,01/01/2023,12/31/2023
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,71,533,,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,6.8,2031,,07/01/2024,09/30/2024
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,73,2058,,10/01/2023,03/31/2024
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,5,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,98,55,,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,5,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,5,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,62,156,,01/01/2023,12/31/2023
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,Not Available,Not Available,5,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,12.3,1929,,07/01/2024,09/30/2024
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,87,2066,,10/01/2023,03/31/2024
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Emergency Department,OP-22,Left before being seen,Percentage,1,13351,,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,100,48,,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,57,49,,10/01/2023,09/30/2024
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,60,1554,,01/01/2023,12/31/2023
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,69,326,,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,23.4,3539,,07/01/2024,09/30/2024
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,72,3512,,10/01/2023,03/31/2024
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Emergency Department,OP-22,Left before being seen,Percentage,2,24800,,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,41,54,,10/01/2023,09/30/2024
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,57,,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,96,57,,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,76,3531,,01/01/2023,12/31/2023
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,78,725,,01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,5.7,1639,,07/01/2024,09/30/2024
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,74,1616,,10/01/2023,03/31/2024
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,5,01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,91,23,,01/01/2023,12/31/2023
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
